address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"500 BLOCK CHESTER AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,4,5,Perry South,6,26,42003261400,1,1,1-12,40.4665442392489,-80.0160821528121
"500 BLOCK CHESTER AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,5,4,Perry South,6,26,42003261400,1,1,1-12,40.4665805345108,-80.0160449024953
"500 BLOCK COLLINS AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,5,0,,,,,,5,,,
"500 BLOCK CORA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,8,1,Homewood South,9,13,42003130400,2,5,3-17,40.4503942725611,-79.887811539929
"500 BLOCK CORA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,4,3,Homewood South,9,13,42003130400,2,5,3-17,40.4503942725611,-79.887811539929
"500 BLOCK DORNESTIC ST PITTSBURGH, PA 15214",4,0,3,1,0,0,2016,4,4,Perry North,1,26,42003260200,1,1,1-15,40.490576980017,-80.0252928635377
"500 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,5,East Allegheny,1,23,42003563200,1,1,1-6,40.4535002610431,-80.0005722739975
"500 BLOCK EMLIN ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,11,3,East Allegheny,1,23,42003563200,1,1,1-6,40.453886141513,-80.0006982037355
"500 BLOCK ENRIGHT CT PITTSBURGH, PA 15206",1,0,0,0,0,1,2015,3,2,,,,,,5,,,
"500 BLOCK FARNSWORTH ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,5,6,Greenfield,5,15,42003151600,3,4,2-12,40.4232853954367,-79.9427728680476
"500 BLOCK FORELAND ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,3,0,East Allegheny,1,23,42003563200,1,1,1-6,40.4543086849244,-80.0008356602583
"500 BLOCK FORELAND ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,4,0,East Allegheny,1,23,42003563200,1,1,1-6,40.4543086849244,-80.0008356602583
"500 BLOCK FORT COUCH RD PITTSBURGH, PA 15241",1,0,0,1,0,0,2018,4,5,,,,42003474101,,OSC,,40.3539442121963,-80.0634525386664
"500 BLOCK GARNER CT PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,3,0,,,,,,2,,,
"500 BLOCK GRANDVIEW AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,6,5,Mount Washington,2,19,42003190300,5,3,4-27,40.4349092174935,-80.011910401322
"500 BLOCK GREENFIELD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,12,6,Greenfield,5,15,42003151600,3,4,2-12,40.4253797753972,-79.9421696179388
"500 BLOCK HOLMES ST PITTSBURGH, PA 15221",3,0,3,0,0,0,2016,8,1,,,,42003561200,,OSC,3-16,40.447510217654,-79.8854551930387
"500 BLOCK KIRK AVE PITTSBURGH, PA 15227",1,0,0,1,0,0,2018,7,2,Carrick,4,29,42003290400,3,3,4-15,40.3929413198458,-79.9771906765342
"500 BLOCK KIRK AVE PITTSBURGH, PA 15227",1,0,1,0,0,0,2018,7,5,Carrick,4,29,42003290400,3,3,4-15,40.3929413198458,-79.9771906765342
"500 BLOCK LARIMER AVE TURTLE CREEK, PA 15145",2,0,2,0,0,0,2017,10,3,,,,42003509400,,OSC,,40.4103806175427,-79.825647186974
"500 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,3,0,Central Business District,6,1,42003020100,6,2,1-3,40.4412175503666,-80.0035931077627
"500 BLOCK LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,5,Larimer,9,12,42003120800,2,5,3-12,40.4610662679211,-79.9097548380336
"500 BLOCK LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,6,5,Larimer,9,12,42003120800,2,5,3-12,40.4610662679211,-79.9097548380336
"500 BLOCK LOWELL ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,4,5,Larimer,9,12,42003120400,2,5,3-12,40.4622272316429,-79.9110388201036
"500 BLOCK LOWELL ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2017,1,3,Larimer,9,12,42003120400,2,5,3-12,40.4622272316429,-79.9110388201036
"500 BLOCK LOWELL ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,5,4,Larimer,9,12,42003120400,2,5,3-12,40.4622272316429,-79.9110388201036
"500 BLOCK LOWELL ST PITTSBURGH, PA 15206",2,0,0,0,2,0,2015,12,3,Larimer,9,12,42003120400,2,5,3-12,40.4622272316429,-79.9110388201036
"500 BLOCK MARTINDALE (LOT RED 7D) ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,12,1,,,,,,1,,,
"500 BLOCK MAYTIDE ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,9,4,Carrick,4,32,42003290400,3,3,4-23,40.3844903178429,-79.9884270621581
"500 BLOCK MAYTIDE ST PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,6,2,Carrick,4,32,42003290400,3,3,4-23,40.3844903178429,-79.9884270621581
"500 BLOCK MELROSE AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2016,7,5,,,,,,1,,,
"500 BLOCK MINTON ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,3,2,Sheraden,2,20,42003562500,5,6,1-16,40.4566771656103,-80.0527237166037
"500 BLOCK MORGAN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,8,2,,,,,,2,,,
"500 BLOCK MOUNTAIN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,11,1,,,,,,3,,,
"500 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,5,6,,,,,,1,,,
"500 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,12,5,,,,,,1,,,
"500 BLOCK N FAIRMOUNT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,3,Garfield,9,11,42003111400,2,5,3-4,40.4685469387341,-79.932113536715
"500 BLOCK N HIGHLAND AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,8,2,Shadyside,8,7,42003070600,2,4,3-11,40.4530105952768,-79.9249454802409
"500 BLOCK N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2018,11,5,,,,,,5,,,
"500 BLOCK OAK HILL DR PITTSBURGH, PA 15213",1,1,0,0,0,0,2017,8,6,,,,,,2,,,
"500 BLOCK OAKWOOD ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,9,3,East Hills,9,13,42003561200,2,5,3-17,40.4490808171059,-79.8837452008308
"500 BLOCK OAKWOOD ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,1,3,East Hills,9,13,42003561200,2,5,3-17,40.4490808171059,-79.8837452008308
"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,6,2,Larimer,9,12,42003120400,2,5,3-12,40.4632524802595,-79.9120987736764
"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,0,0,1,0,2015,12,6,Larimer,9,12,42003120400,2,5,3-12,40.4632524802595,-79.9120987736764
"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,1,Larimer,9,12,42003120400,2,5,3-12,40.4632524802595,-79.9120987736764
"500 BLOCK PROTECTORY PL PITTSBURGH, PA 15219",2,0,1,0,0,1,2015,4,1,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4414802840402,-79.9850242704509
"500 BLOCK PROTECTORY PL PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,12,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4414802840402,-79.9850242704509
"500 BLOCK S 27TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,10,5,,,,,,3,,,
"500 BLOCK SHADY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,8,2,Shadyside,8,7,42003070600,2,4,3-11,40.4542445359442,-79.9219134355424
"500 BLOCK SHERWOOD AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,12,2,Sheraden,2,20,42003562500,5,6,1-16,40.4557428995926,-80.0529612503344
"500 BLOCK S MATHILDA ST PITTSBURGH, PA 15224",2,0,1,0,1,0,2016,10,3,Bloomfield,7,8,42003080200,2,5,3-1,40.4599439736891,-79.9476162758457
"500 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,5,Central Business District,6,2,42003020100,6,2,1-4,40.440340041992,-79.9981194717119
"500 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,2,Central Business District,6,2,42003020100,6,2,1-4,40.440340041992,-79.9981194717119
"500 BLOCK STADIUM ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,5,1,Sheraden,2,20,42003562500,5,6,1-16,40.4599150006895,-80.0574196510947
"500 BLOCK SUISMON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,6,2,East Allegheny,1,23,42003563200,1,1,1-6,40.4550900316757,-80.0010906622121
"500 BLOCK TERRACE DR MCKEES ROCKS, PA 15136",2,0,2,0,0,0,2018,2,3,,,,42003464400,,OSC,,40.4699242278809,-80.0640283925612
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,4,4,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,7,1,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,4,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,1,,,,,,2,,,
"500 BLOCK W PROSPECT AVE PITTSBURGH, PA 15205",2,0,2,0,0,0,2018,6,1,Fairywood,2,28,42003563000,5,6,1-16,40.4476160280717,-80.0812394753859
"500 BLOCK W PROSPECT AVE PITTSBURGH, PA 15205",2,0,2,0,0,0,2019,2,4,Fairywood,2,28,42003563000,5,6,1-16,40.4476160280717,-80.0812394753859
"5100 BLOCK BLAIR ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,2,1,Hazelwood,5,15,42003562900,3,4,2-13,40.4065376745053,-79.9464580047679
"5100 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,2,4,Garfield,9,10,42003101700,2,5,3-4,40.4664598428219,-79.9424934567213
"5100 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,8,6,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4783732710048,-79.9554368193965
"5100 BLOCK CHAPLAIN WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,1,5,,,,,,4,,,
"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2015,3,1,Garfield,9,10,42003101600,2,5,3-4,40.4702809660058,-79.9402690934677
"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2018,8,5,Garfield,9,10,42003101600,2,5,3-4,40.4702809660058,-79.9402690934677
"5100 BLOCK GLOSTER ST PITTSBURGH, PA 15207",2,0,0,2,0,0,2015,1,3,Hazelwood,5,15,42003562900,3,4,2-13,40.4068131647254,-79.9442928153759
"5100 BLOCK HILLCREST ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2018,11,5,Garfield,9,10,42003101700,2,5,3-4,40.4685056152456,-79.9418821790229
"5100 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,7,1,Garfield,9,10,42003101700,2,5,3-4,40.4672035276869,-79.942319095013
"5100 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,2,4,Bloomfield,7,8,42003080900,2,5,3-6,40.4647828011956,-79.9427372425795
"5200 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,5,Bloomfield,7,8,42003080400,2,5,3-1,40.4555928351962,-79.9415610251821
"5200 BLOCK CENTRE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,11,2,Shadyside,8,7,42003070900,2,4,3-1,40.4545232336817,-79.9409226091318
"5200 BLOCK CENTRE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,11,3,Shadyside,8,7,42003070900,2,4,3-1,40.4545232336817,-79.9409226091318
"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,2,Garfield,9,10,42003101700,2,5,3-4,40.4652146364524,-79.9395692488706
"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2015,4,6,Garfield,9,10,42003101700,2,5,3-4,40.4652146364524,-79.9395692488706
"5200 BLOCK DRESDEN WAY PITTSBURGH, PA 15201",2,0,2,0,0,0,2015,1,1,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4801469015144,-79.9540136073542
"5200 BLOCK KEYSTONE ST PITTSBURGH, PA 15201",2,0,2,0,0,0,2017,11,4,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4794121187611,-79.9526572408859
"5200 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,5,4,Garfield,9,10,42003101700,2,5,3-4,40.4666775320538,-79.9394574866715
"5200 BLOCK LOTUS WAY PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,3,3,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4785434201092,-79.9517379593867
"5200 BLOCK LOUGEAN AVE PITTSBURGH, PA 15207",4,0,1,0,2,1,2017,7,2,,,,,,4,,,
"5200 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,4,6,Bloomfield,7,8,42003080900,2,5,3-23,40.464224288347,-79.9393754845713
"5200 BLOCK ROSECREST PL PITTSBURGH, PA 15201",2,0,0,1,1,0,2018,11,3,,,,,,5,,,
"5300 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,7,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4045588227466,-79.9425457287419
"5300 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,0,,,,,,5,,,
"5300 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,5,Garfield,9,10,42003101700,2,5,3-4,40.4658706888707,-79.9382301957338
"5300 BLOCK BROWN WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,5,4,Garfield,9,10,42003101700,2,5,3-4,40.4669739559185,-79.9379258704707
"5300 BLOCK CENTRE AVE PITTSBURGH, PA 15224",2,0,0,1,1,0,2016,10,3,,,,,,4,,,
"5300 BLOCK CORNWALL ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,9,3,Garfield,9,10,42003101600,2,5,3-4,40.4701056365126,-79.9376644472082
"5300 BLOCK KEYSTONE ST PITTSBURGH, PA 15201",1,1,0,0,0,0,2017,1,3,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4810580269053,-79.9506785734931
"5300 BLOCK MOSSFIELD ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,8,0,Garfield,9,9,42003101600,2,2,3-4,40.4726622550334,-79.9358114224948
"5300 BLOCK N AIKEN CT PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,7,5,,,,,,5,,,
"5300 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,0,1,0,0,2017,1,2,Bloomfield,7,8,42003080900,2,5,3-23,40.4643830556336,-79.9384457598949
"5300 BLOCK WATERFORD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,4,1,Garfield,9,10,42003101700,2,5,3-4,40.4653594769788,-79.937529385159
"5400 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,8,6,Hazelwood,5,15,42003562300,3,4,2-13,40.4025863966787,-79.9419544748119
"5400 BLOCK BROAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,3,Garfield,9,11,42003111400,2,5,3-4,40.4654201034803,-79.9358071613606
"5400 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2015,5,2,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4828224965156,-79.9509526482563
"5400 BLOCK CAMELIA ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2019,9,3,Stanton Heights,7,10,42003101800,2,5,3-5,40.4793895935494,-79.9464219693637
"5400 BLOCK HILLCREST ST PITTSBURGH, PA 15206",4,0,4,0,0,0,2017,7,2,,,,,,5,,,
"5400 BLOCK HOWE ST PITTSBURGH, PA 15232",4,1,0,0,3,0,2018,2,3,Shadyside,8,7,42003070300,2,4,3-22,40.449766941956,-79.934703620409
"5400 BLOCK MOSSFIELD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,4,6,,,,,,5,,,
"5400 BLOCK PANAMA WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,7,4,,,,,,5,,,
"5400 BLOCK WATERFORD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,2,5,Garfield,9,10,42003101700,2,5,3-4,40.465306605804,-79.9369285127361
"54TH ST & HARRISON ST PITTSBURGH, PA 15201",3,0,1,1,0,1,2016,7,3,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.483404244728,-79.9518879278161
"5500 BLOCK AVONDALE PL PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,6,0,Highland Park,7,11,42003110200,2,5,3-9,40.4741692060921,-79.9282741888155
"5500 BLOCK AVONDALE PL PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,2,Highland Park,7,11,42003110200,2,5,3-9,40.4741692060921,-79.9282741888155
"5500 BLOCK BAYWOOD ST PITTSBURGH, PA 15206",5,0,2,0,2,1,2017,5,2,East Liberty,9,11,42003111300,2,5,3-8,40.4714362575067,-79.9289189283967
"5500 BLOCK BLACK ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,2,2,Garfield,9,11,42003111400,2,5,3-4,40.4693956489147,-79.9298807872568
"5500 BLOCK BLACK ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2016,9,3,Garfield,9,11,42003111400,2,5,3-4,40.4693956489147,-79.9298807872568
"5500 BLOCK CAMELIA ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,5,3,Stanton Heights,7,10,42003101800,2,5,3-5,40.4802723738989,-79.9456257935722
"5500 BLOCK CELADINE ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,2,4,Upper Lawrenceville,7,10,42003101800,2,2,3-5,40.4808011398582,-79.9463303391186
"5500 BLOCK FAIR OAKS ST PITTSBURGH, PA 15217",1,0,0,0,0,1,2018,11,5,Squirrel Hill North,8,14,42003140200,3,4,2-8,40.4453090451424,-79.9299024521414
"5500 BLOCK GATE LODGE WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,12,0,Hazelwood,5,15,42003562300,3,4,2-13,40.4021121371619,-79.9401335026316
"5500 BLOCK HOWE ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2015,6,0,Shadyside,8,7,42003070300,2,4,3-22,40.4502272306832,-79.9331787267846
"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,7,5,Garfield,9,11,42003111400,2,5,3-8,40.4683787562424,-79.9301635709146
"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,4,Garfield,9,11,42003111400,2,5,3-8,40.4683787562424,-79.9301635709146
"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,7,4,Garfield,9,11,42003111400,2,5,3-8,40.4683787562424,-79.9301635709146
"5500 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,9,6,Friendship,9,8,42003080700,2,5,3-23,40.4639588843729,-79.9323874918031
"5500 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,9,3,East Liberty,7,11,42003111300,2,5,3-9,40.4723059653236,-79.9283252795667
"5500 BLOCK WILKINS AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,5,0,Squirrel Hill North,8,14,42003140100,3,4,2-8,40.4451834671071,-79.930217104864
"5600 BLOCK 2ND AVE PITTSBURGH, PA 15207",4,0,3,0,1,0,2018,12,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4008034116569,-79.9390660171278
"5600 BLOCK BROAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,4,4,,,,,,5,,,
"5600 BLOCK CENTRE AVE PITTSBURGH, PA 15232",2,0,0,2,0,0,2019,4,3,,,,,,5,,,
"5600 BLOCK PENN AVE PITTSBURGH, PA 15206",3,1,0,2,0,0,2016,12,4,East Liberty,9,8,42003111500,2,5,3-23,40.4630199063802,-79.9302782071914
"5600 BLOCK RURAL ST PITTSBURGH, PA 15206",1,0,0,0,0,1,2017,5,1,East Liberty,9,11,42003111500,2,5,3-8,40.4656098971598,-79.9293775890222
"5600 BLOCK RURAL ST PITTSBURGH, PA 15206",1,0,0,0,0,1,2017,5,6,East Liberty,9,11,42003111500,2,5,3-8,40.4656098971598,-79.9293775890222
"5600 BLOCK SECOND AVE PITTSBURGH, PA 15207",1,0,0,0,1,0,2015,6,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4008034116569,-79.9390660171278
"5700 BLOCK BRYANT ST PITTSBURGH, PA 15206",5,0,5,0,0,0,2018,4,1,Highland Park,7,11,42003110200,2,5,3-9,40.4759853009843,-79.9211413297919
"5700 BLOCK BRYANT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,10,5,Highland Park,7,11,42003110200,2,5,3-9,40.4759853009843,-79.9211413297919
"5700 BLOCK E LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,6,2,East Liberty,9,11,42003111500,2,5,3-8,40.4667792672312,-79.926231226089
"5800 BLOCK BRYANT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,7,6,Highland Park,7,11,42003110200,2,5,3-9,40.4760964045982,-79.9207255119251
"5800 BLOCK EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,0,East Liberty,9,11,42003111300,2,5,3-8,40.4667740769391,-79.9252435226896
"5800 BLOCK EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,4,1,East Liberty,9,11,42003111300,2,5,3-8,40.4667740769391,-79.9252435226896
"5800 BLOCK ELLSWORTH AVE PITTSBURGH, PA 15232",1,0,0,0,0,1,2018,7,6,Shadyside,8,7,42003070500,2,4,3-11,40.4558575717021,-79.9304378461889
"5800 BLOCK FORBES AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2015,10,1,Squirrel Hill South,5,14,42003140800,3,4,2-18,40.4379109890663,-79.9228071341134
"5800 BLOCK HOLDEN ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2018,8,1,,,,,,4,,,
"5900 BLOCK CENTRE AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2018,10,2,,,,,,4,,,
"5900 BLOCK NICHOLSON ST PITTSBURGH, PA 15217",2,0,1,1,0,0,2019,6,6,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4313325962639,-79.9203763723157
"5900 BLOCK NORTHUMBERLAND ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,9,2,Squirrel Hill North,8,14,42003140300,3,4,2-18,40.4418203928528,-79.9198682496475
"5900 BLOCK NORTHUMBERLAND ST PITTSBURGH, PA 15217",3,0,1,2,0,0,2015,10,2,Squirrel Hill North,8,14,42003140300,3,4,2-18,40.4418203928528,-79.9198682496475
"5900 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2017,1,0,East Liberty,9,11,42003111300,2,5,3-9,40.4697752195133,-79.921939085332
"5900 BLOCK STATION ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,8,3,East Liberty,9,11,42003111300,2,5,3-9,40.4697752195133,-79.921939085332
"5TH AVE & DARRAGH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,12,1,Central Oakland,3,4,42003040200,3,4,2-14,40.4405545294988,-79.9601683458911
"5TH AVE & DENNISTON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,1,1,Shadyside,8,14,42003140400,3,4,2-17,40.4530351945712,-79.9196957272317
"5TH AVE & DIAMOND ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,1,4,Central Business District,6,2,42003020100,6,2,2-4,40.4388770534495,-79.9924373197055
"5TH AVE & FORMOSA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,12,4,Larimer,9,12,42003120700,2,5,3-17,40.4577011161238,-79.9087652202871
"5TH AVE & FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,3,3,Larimer,9,12,42003120800,2,5,3-17,40.4586818050989,-79.908043509612
"5TH AVE & FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,3,3,Larimer,9,12,42003120800,2,5,3-17,40.4586818050989,-79.908043509612
"5TH AVE & GRAEME ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,2,Central Business District,6,1,42003020100,6,2,1-3,40.441537815105,-80.0024970616601
"5TH AVE & LIBERTY AVE PITTSBURGH, PA 15222",1,0,0,1,0,0,2017,11,5,Central Business District,6,2,42003020100,6,2,1-3,40.4416964811097,-80.0027036149075
"5TH AVE & MC PHERSON BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,2,3,Larimer,9,14,42003120800,2,5,3-14,40.4557705963417,-79.9105402518052
"5TH AVE & ROBINSON ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,7,5,West Oakland,6,4,42003040200,3,4,2-10,40.4377518612259,-79.9653610862219
"5TH AVE & S NEGLEY AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2015,11,0,Shadyside,8,14,42003070300,3,4,2-17,40.4498350451978,-79.9296495675179
"5TH AVE & STEVENSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,5,5,Central Business District,6,3,42003020100,3,2,2-4,40.4386152271779,-79.9864656933491
"5TH AVE & STEVENSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,7,5,Central Business District,6,3,42003020100,3,2,2-4,40.4386152271779,-79.9864656933491
"5TH AVE & WASHINGTON PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,6,Bluff,6,3,42003020100,6,2,2-4,40.4388146576534,-79.9909474299517
"5TH AVE & WOOD ST PITTSBURGH, PA 15222",1,0,0,1,0,0,2018,5,5,Central Business District,6,2,42003020100,6,2,1-3,40.44074746368,-80.0003943098738
"6000 BLOCK CENTRE AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,4,0,Shadyside,8,7,42003070800,2,4,3-11,40.4597621478199,-79.9248109598837
"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,4,6,East Liberty,9,8,42003111500,2,5,3-8,40.4611889439979,-79.9247104221077
"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,11,3,East Liberty,9,8,42003111500,2,5,3-8,40.4611889439979,-79.9247104221077
"6000 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,4,,,,,,5,,,
"600 BLOCK BAUSMAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,7,0,,,,,,3,,,
